Longitude,Latitude,Loc_ID,Type
125.6250069,8.809406253,Agusan del Norte-Butuan City-Florida,Village
125.5576673,8.956650519,Agusan del Norte-Butuan City-Golden Ribbon Poblacion,Village
125.5399452,8.971353724,Agusan del Norte-Butuan City-Holy Redeemer Poblacion,Village
125.5558751,8.965742895,Agusan del Norte-Butuan City-Humabon Poblacion,Village
125.5428057,8.956506091,Agusan del Norte-Butuan City-Imadejas Poblacion,Village
125.5511964,8.954729559,Agusan del Norte-Butuan City-Jose Rizal Poblacion,Village
125.538953,8.928443886,Agusan del Norte-Butuan City-Kinamlutan,Village
125.5480521,8.960447073,Agusan del Norte-Butuan City-Lapu-lapu Poblacion,Village
125.6077677,8.960782664,Agusan del Norte-Butuan City-Lemon,Village
125.5529462,8.966088221,Agusan del Norte-Butuan City-Leon Kilat Poblacion,Village
125.5114694,8.95536316,Agusan del Norte-Butuan City-Libertad,Village
125.544481,8.965275276,Agusan del Norte-Butuan City-Limaha Poblacion,Village
125.626895,9.02837426,Agusan del Norte-Butuan City-Los Angeles,Village
125.5153131,9.001536758,Agusan del Norte-Butuan City-Lumbocan,Village
125.6133042,8.836413302,Agusan del Norte-Butuan City-Maguinda,Village
125.5970541,8.943788298,Agusan del Norte-Butuan City-Mahay,Village
125.5589005,8.975312023,Agusan del Norte-Butuan City-Mahogany Poblacion,Village
125.6321122,8.871026328,Agusan del Norte-Butuan City-Maibu,Village
125.6210918,8.787370413,Agusan del Norte-Butuan City-Mandamo,Village
125.5394598,8.828665341,Agusan del Norte-Butuan City-Manila de Bugabus,Village
125.5604614,8.952476561,Agusan del Norte-Butuan City-Maon Poblacion,Village
125.4963253,8.994020635,Agusan del Norte-Butuan City-Masao,Village
125.5422975,8.997960333,Agusan del Norte-Butuan City-Maug,Village
125.5525188,8.961329784,Agusan del Norte-Butuan City-New Society Village Poblacion,Village
125.4842132,8.878623917,Agusan del Norte-Butuan City-Nong-Nong,Village
125.5480859,8.975481295,Agusan del Norte-Butuan City-Obrero Poblacion,Village
125.550848,8.970376597,Agusan del Norte-Butuan City-Ong Yiu Poblacion,Village
125.5301932,9.000594594,Agusan del Norte-Butuan City-Pagatpatan,Village
125.5629157,8.944644739,Agusan del Norte-Butuan City-Pangabugan,Village
125.6795684,9.003678418,Agusan del Norte-Butuan City-Pianing,Village
125.6070796,8.919784876,Agusan del Norte-Butuan City-Pigdaulan,Village
125.4759206,8.97921165,Agusan del Norte-Butuan City-Pinamanculan,Village
125.5493136,8.973479559,Agusan del Norte-Butuan City-Port Poyohon Poblacion,Village
125.5594363,8.962070105,Agusan del Norte-Butuan City-Rajah Soliman Poblacion,Village
125.6113877,8.896568652,Agusan del Norte-Butuan City-Salvacion,Village
125.5527175,8.967800742,Agusan del Norte-Butuan City-San Ignacio Poblacion,Village
125.5888909,8.815336959,Agusan del Norte-Butuan City-San Mateo,Village
125.5591184,8.92982553,Agusan del Norte-Butuan City-San Vicente,Village
125.627822,9.041805585,Agusan del Norte-Butuan City-Santo Niño,Village
125.5563139,8.964906208,Agusan del Norte-Butuan City-Sikatuna Poblacion,Village
125.5589753,8.963419395,Agusan del Norte-Butuan City-Silongan Poblacion,Village
125.6502582,8.853999208,Agusan del Norte-Butuan City-Sumile,Village
125.6217091,9.013092936,Agusan del Norte-Butuan City-Sumilihon,Village
125.5834586,8.926525214,Agusan del Norte-Butuan City-Tagabaca,Village
125.6355193,9.000941199,Agusan del Norte-Butuan City-Taguibo,Village
125.6590555,8.952837715,Agusan del Norte-Butuan City-Taligaman,Village
125.5481762,8.962651998,Agusan del Norte-Butuan City-Tandang Sora Poblacion,Village
125.5881981,8.989910949,Agusan del Norte-Butuan City-Tiniwisan,Village
125.5118323,8.81597351,Agusan del Norte-Butuan City-Tungao,Village
125.55676,8.964099744,Agusan del Norte-Butuan City-Urduja Poblacion,Village
125.5461319,8.94511542,Agusan del Norte-Butuan City-Villa Kananga,Village
125.6135601,9.083031261,Agusan del Norte-Cabadbaran City-Antonio Luna,Village
125.5906218,9.097100808,Agusan del Norte-Cabadbaran City-Bay-Ang,Village
125.6650021,9.142100564,Agusan del Norte-Cabadbaran City-Bayabas,Village
125.5291255,9.132509821,Agusan del Norte-Cabadbaran City-Caasinan,Village
125.5302575,9.112970746,Agusan del Norte-Cabadbaran City-Cabinet,Village
125.639229,9.088229503,Agusan del Norte-Cabadbaran City-Calamba,Village
125.5417102,9.087598504,Agusan del Norte-Cabadbaran City-Calibunan,Village
125.5671215,9.128809475,Agusan del Norte-Cabadbaran City-Comagascas,Village
125.6850548,9.190188402,Agusan del Norte-Cabadbaran City-Concepcion,Village
